target_mlux,formation_name,current_ma,pwm_percent,estimated_mlux,error_mlux,lower_measured_mlux,lower_pwm_percent,upper_measured_mlux,upper_pwm_percent,method
787,formation_7_higher_light,33,62,786.98,0.02,735.28,60,864.53,65,interpolated
788,formation_7_higher_light,23,66,787.972,0.028,752.93,65,928.14,70,interpolated
789,formation_5_midhigh_light,44,89,789.026,0.026,716.73,85,807.1,90,interpolated
790,formation_6_high_light,16,81,790.07,0.07,769.21,80,873.51,85,interpolated
791,formation_7_higher_light,12,74,791.078,0.078,692.39,70,815.75,75,interpolated
792,formation_5_midhigh_light,35,92,792.004,0.004,758.28,90,842.59,95,interpolated
793,formation_5_midhigh_light,22,100,793.1,0.1,700.75,95,793.1,100,interpolated
794,formation_6_high_light,23,76,793.98,0.02,769.25,75,892.9,80,interpolated
795,formation_6_high_light,32,72,794.97,0.03,737.35,70,881.4,75,interpolated
796,formation_6_high_light,37,71,796.184,0.184,766.04,70,916.76,75,interpolated
797,formation_7_higher_light,9,80,796.89,0.11,796.89,80,898.1,85,interpolated
798,formation_7_higher_light,48,60,797.9,0.1,797.9,60,940.32,65,interpolated
799,formation_5_midhigh_light,27,96,799.004,0.004,778.42,95,881.34,100,interpolated
800,formation_7_higher_light,41,61,800.182,0.182,772.85,60,909.51,65,interpolated
801,formation_6_high_light,33,72,801.026,0.026,742.85,70,888.29,75,interpolated
802,formation_7_higher_light,31,63,801.944,0.056,725.06,60,853.2,65,interpolated
803,formation_5_midhigh_light,24,99,803.154,0.154,725.85,95,822.48,100,interpolated
804,formation_7_higher_light,10,78,803.994,0.006,738.42,75,847.71,80,interpolated
805,formation_5_midhigh_light,37,92,804.666,0.334,770.29,90,856.23,95,interpolated
806,formation_6_high_light,24,76,806.154,0.154,781.03,75,906.65,80,interpolated
807,formation_7_higher_light,25,65,807.09,0.09,686.85,60,807.09,65,interpolated
808,formation_7_higher_light,43,61,807.728,0.272,780.04,60,918.48,65,interpolated
809,formation_7_higher_light,37,62,809.018,0.018,755.67,60,889.04,65,interpolated
810,formation_5_midhigh_light,38,92,810.02,0.02,775.64,90,861.59,95,interpolated
811,formation_7_higher_light,16,70,810.96,0.04,810.96,70,958.76,75,interpolated
812,formation_6_high_light,40,71,811.816,0.184,780.9,70,935.48,75,interpolated
813,formation_7_higher_light,33,63,812.83,0.17,735.28,60,864.53,65,interpolated
814,formation_6_high_light,21,78,814.086,0.086,743.25,75,861.31,80,interpolated
815,formation_7_higher_light,7,88,815.258,0.258,764.42,85,849.15,90,interpolated
816,formation_6_high_light,11,92,815.974,0.026,783.53,90,864.64,95,interpolated
817,formation_5_midhigh_light,29,96,816.982,0.018,795.81,95,901.67,100,interpolated
818,formation_7_higher_light,39,62,818.26,0.26,764.26,60,899.26,65,interpolated
819,formation_5_midhigh_light,25,98,818.772,0.228,758.7,95,858.82,100,interpolated
820,formation_5_midhigh_light,43,91,819.92,0.08,802.15,90,891.0,95,interpolated
821,formation_6_high_light,25,75,820.9,0.1,820.9,75,952.73,80,interpolated
822,formation_6_high_light,42,71,822.042,0.042,790.59,70,947.85,75,interpolated
823,formation_7_higher_light,23,67,823.014,0.014,752.93,65,928.14,70,interpolated
824,formation_7_higher_light,6,94,824.016,0.016,764.04,90,839.01,95,interpolated
825,formation_5_midhigh_light,44,91,825.026,0.026,807.1,90,896.73,95,interpolated
826,formation_6_high_light,43,71,826.04,0.04,794.43,70,952.48,75,interpolated
827,formation_6_high_light,19,80,826.98,0.02,826.98,80,939.93,85,interpolated
828,formation_6_high_light,15,84,827.906,0.094,746.85,80,848.17,85,interpolated
829,formation_6_high_light,22,78,828.458,0.542,755.93,75,876.81,80,interpolated
830,formation_6_high_light,33,73,830.114,0.114,742.85,70,888.29,75,interpolated
831,formation_6_high_light,18,81,831.08,0.08,809.09,80,919.04,85,interpolated
832,formation_7_higher_light,42,62,831.806,0.194,776.75,60,914.39,65,interpolated
833,formation_5_midhigh_light,42,92,832.998,0.002,797.75,90,885.87,95,interpolated
834,formation_7_higher_light,24,67,834.49,0.49,763.01,65,941.71,70,interpolated
835,formation_5_midhigh_light,46,91,834.978,0.022,816.81,90,907.65,95,interpolated
836,formation_7_higher_light,8,85,835.87,0.13,835.87,85,928.81,90,interpolated
837,formation_6_high_light,34,73,836.992,0.008,748.96,70,895.68,75,interpolated
838,formation_5_midhigh_light,29,97,838.154,0.154,795.81,95,901.67,100,interpolated
839,formation_7_higher_light,6,95,839.01,0.01,764.04,90,839.01,95,interpolated
840,formation_5_midhigh_light,47,91,839.99,0.01,821.7,90,913.15,95,interpolated
841,formation_5_midhigh_light,50,90,840.95,0.05,840.95,90,934.95,95,interpolated
842,formation_6_high_light,12,91,841.772,0.228,824.59,90,910.5,95,interpolated
843,formation_5_midhigh_light,44,92,842.952,0.048,807.1,90,896.73,95,interpolated
844,formation_5_midhigh_light,48,91,844.058,0.058,825.78,90,917.17,95,interpolated
845,formation_5_midhigh_light,41,93,844.838,0.162,792.2,90,879.93,95,interpolated
846,formation_7_higher_light,30,65,845.89,0.11,845.89,65,1046.9,70,interpolated
847,formation_5_midhigh_light,30,97,847.064,0.064,804.04,95,911.6,100,interpolated
848,formation_7_higher_light,46,62,848.012,0.012,791.76,60,932.39,65,interpolated
849,formation_7_higher_light,18,70,848.93,0.07,848.93,70,1005.4,75,interpolated
850,formation_5_midhigh_light,26,99,850.1,0.1,769.1,95,870.35,100,interpolated
851,formation_7_higher_light,35,64,851.1,0.1,746.34,60,877.29,65,interpolated
852,formation_7_higher_light,47,62,851.72,0.28,795.2,60,936.5,65,interpolated
853,formation_6_high_light,17,83,852.996,0.004,788.82,80,895.78,85,interpolated
854,formation_6_high_light,10,97,853.918,0.082,816.65,95,909.82,100,interpolated
855,formation_7_higher_light,48,62,854.868,0.132,797.9,60,940.32,65,interpolated
856,formation_5_midhigh_light,37,95,856.23,0.23,770.29,90,856.23,95,interpolated
857,formation_7_higher_light,36,64,856.936,0.064,750.76,60,883.48,65,interpolated
858,formation_7_higher_light,23,68,858.056,0.056,752.93,65,928.14,70,interpolated
859,formation_7_higher_light,32,65,859.0,0.0,730.31,60,859.0,65,interpolated
860,formation_7_higher_light,17,71,860.14,0.14,829.65,70,982.1,75,interpolated
861,formation_5_midhigh_light,44,93,860.878,0.122,807.1,90,896.73,95,interpolated
862,formation_6_high_light,38,73,861.762,0.238,770.76,70,922.43,75,interpolated
863,formation_7_higher_light,27,66,862.936,0.064,824.12,65,1018.2,70,interpolated
864,formation_7_higher_light,33,65,864.53,0.53,735.28,60,864.53,65,interpolated
865,formation_6_high_light,50,71,865.002,0.002,831.75,70,998.01,75,interpolated
866,formation_7_higher_light,7,91,865.816,0.184,849.15,90,932.48,95,interpolated
867,formation_5_midhigh_light,49,92,867.024,0.024,830.14,90,922.35,95,interpolated
868,formation_6_high_light,27,76,867.978,0.022,840.84,75,976.53,80,interpolated
869,formation_5_midhigh_light,30,98,868.576,0.424,804.04,95,911.6,100,interpolated
870,formation_7_higher_light,16,72,870.08,0.08,810.96,70,958.76,75,interpolated
871,formation_7_higher_light,11,79,871.026,0.026,778.53,75,894.15,80,interpolated
872,formation_7_higher_light,6,97,872.018,0.018,839.01,95,921.53,100,interpolated
873,formation_7_higher_light,8,87,873.046,0.046,835.87,85,928.81,90,interpolated
874,formation_7_higher_light,50,62,873.754,0.246,815.73,60,960.79,65,interpolated
875,formation_7_higher_light,15,73,875.004,0.004,789.09,70,932.28,75,interpolated
876,formation_6_high_light,12,93,876.136,0.136,824.59,90,910.5,95,interpolated
877,formation_6_high_light,22,80,876.81,0.19,876.81,80,998.75,85,interpolated
878,formation_7_higher_light,9,84,877.858,0.142,796.89,80,898.1,85,interpolated
879,formation_7_higher_light,22,69,879.026,0.026,741.21,65,913.48,70,interpolated
880,formation_7_higher_light,47,63,879.98,0.02,795.2,60,936.5,65,interpolated
881,formation_6_high_light,48,72,880.79,0.21,815.59,70,978.59,75,interpolated
882,formation_7_higher_light,41,64,882.178,0.178,772.85,60,909.51,65,interpolated
883,formation_7_higher_light,48,63,883.352,0.352,797.9,60,940.32,65,interpolated
884,formation_5_midhigh_light,45,94,884.34,0.34,812.46,90,902.31,95,interpolated
885,formation_6_high_light,42,73,884.946,0.054,790.59,70,947.85,75,interpolated
886,formation_7_higher_light,30,66,886.092,0.092,845.89,65,1046.9,70,interpolated
887,formation_5_midhigh_light,32,98,886.962,0.038,820.89,95,931.01,100,interpolated
888,formation_5_midhigh_light,35,97,888.094,0.094,842.59,95,956.35,100,interpolated
889,formation_7_higher_light,37,65,889.04,0.04,755.67,60,889.04,65,interpolated
890,formation_5_midhigh_light,30,99,890.088,0.088,804.04,95,911.6,100,interpolated
891,formation_5_midhigh_light,43,95,891.0,0.0,802.15,90,891.0,95,interpolated
892,formation_6_high_light,38,74,892.096,0.096,770.76,70,922.43,75,interpolated
893,formation_7_higher_light,23,69,893.098,0.098,752.93,65,928.14,70,interpolated
894,formation_7_higher_light,38,65,894.07,0.07,759.82,60,894.07,65,interpolated
895,formation_6_high_light,27,77,895.116,0.116,840.84,75,976.53,80,interpolated
896,formation_6_high_light,17,85,895.78,0.22,895.78,85,1003.3,90,interpolated
897,formation_6_high_light,18,84,897.05,0.05,809.09,80,919.04,85,interpolated
898,formation_7_higher_light,9,85,898.1,0.1,796.89,80,898.1,85,interpolated
899,formation_5_midhigh_light,48,94,898.892,0.108,825.78,90,917.17,95,interpolated
900,formation_6_high_light,25,78,899.998,0.002,820.9,75,952.73,80,interpolated
901,formation_6_high_light,22,81,901.198,0.198,876.81,80,998.75,85,interpolated
902,formation_7_higher_light,27,67,901.752,0.248,824.12,65,1018.2,70,interpolated
903,formation_5_midhigh_light,34,98,902.986,0.014,835.03,95,948.29,100,interpolated
904,formation_5_midhigh_light,49,94,903.908,0.092,830.14,90,922.35,95,interpolated
905,formation_7_higher_light,6,99,905.026,0.026,839.01,95,921.53,100,interpolated
906,formation_7_higher_light,24,69,905.97,0.03,763.01,65,941.71,70,interpolated
907,formation_6_high_light,24,80,906.65,0.35,906.65,80,1033.2,85,interpolated
908,formation_7_higher_light,47,64,908.24,0.24,795.2,60,936.5,65,interpolated
909,formation_5_midhigh_light,32,99,908.986,0.014,820.89,95,931.01,100,interpolated
910,formation_6_high_light,36,75,910.14,0.14,760.67,70,910.14,75,interpolated
911,formation_5_midhigh_light,35,98,910.846,0.154,842.59,95,956.35,100,interpolated
912,formation_7_higher_light,48,64,911.836,0.164,797.9,60,940.32,65,interpolated
913,formation_7_higher_light,10,83,913.092,0.092,847.71,80,956.68,85,interpolated
914,formation_7_higher_light,12,79,913.686,0.314,815.75,75,938.17,80,interpolated
915,formation_6_high_light,16,87,915.142,0.142,873.51,85,977.59,90,interpolated
916,formation_7_higher_light,49,64,915.908,0.092,801.82,60,944.43,65,interpolated
917,formation_6_high_light,14,90,916.84,0.16,916.84,90,1013.9,95,interpolated
918,formation_6_high_light,49,73,918.02,0.02,819.59,70,983.64,75,interpolated
919,formation_6_high_light,18,85,919.04,0.04,809.09,80,919.04,85,interpolated
920,formation_7_higher_light,35,66,919.772,0.228,877.29,65,1089.7,70,interpolated
921,formation_7_higher_light,17,73,921.12,0.12,829.65,70,982.1,75,interpolated
922,formation_5_midhigh_light,40,97,922.02,0.02,873.64,95,994.59,100,interpolated
923,formation_7_higher_light,44,65,923.03,0.03,783.87,60,923.03,65,interpolated
924,formation_6_high_light,13,92,923.246,0.754,885.89,90,979.28,95,interpolated
925,formation_6_high_light,34,76,925.184,0.184,895.68,75,1043.2,80,interpolated
926,formation_7_higher_light,36,66,926.224,0.224,883.48,65,1097.2,70,interpolated
927,formation_5_midhigh_light,45,96,927.368,0.368,902.31,95,1027.6,100,interpolated
928,formation_7_higher_light,23,70,928.14,0.14,752.93,65,928.14,70,interpolated
929,formation_7_higher_light,8,90,928.81,0.19,928.81,90,1022.5,95,interpolated
930,formation_7_higher_light,19,72,929.614,0.386,865.09,70,1026.4,75,interpolated
931,formation_5_midhigh_light,32,100,931.01,0.01,820.89,95,931.01,100,interpolated
932,formation_6_high_light,24,81,931.96,0.04,906.65,80,1033.2,85,interpolated
933,formation_5_midhigh_light,46,96,932.96,0.04,907.65,95,1034.2,100,interpolated
934,formation_5_midhigh_light,35,99,933.598,0.402,842.59,95,956.35,100,interpolated
935,formation_5_midhigh_light,42,97,934.962,0.038,885.87,95,1008.6,100,interpolated
936,formation_6_high_light,16,88,935.958,0.042,873.51,85,977.59,90,interpolated
937,formation_6_high_light,46,74,936.68,0.32,807.68,70,968.93,75,interpolated
938,formation_6_high_light,26,79,938.084,0.084,831.18,75,964.81,80,interpolated
939,formation_5_midhigh_light,33,100,939.07,0.07,827.56,95,939.07,100,interpolated
940,formation_6_high_light,19,85,939.93,0.07,939.93,85,1053.3,90,interpolated
941,formation_6_high_light,29,78,941.042,0.042,857.6,75,996.67,80,interpolated
942,formation_6_high_light,13,93,941.924,0.076,885.89,90,979.28,95,interpolated
943,formation_7_higher_light,39,66,943.148,0.148,899.26,65,1118.7,70,interpolated
944,formation_7_higher_light,49,65,944.43,0.43,801.82,60,944.43,65,interpolated
945,formation_7_higher_light,49,65,944.43,0.57,944.43,65,1178.7,70,interpolated
946,formation_6_high_light,48,74,945.99,0.01,815.59,70,978.59,75,interpolated
947,formation_6_high_light,37,76,947.068,0.068,916.76,75,1068.3,80,interpolated
948,formation_7_higher_light,22,71,948.064,0.064,913.48,70,1086.4,75,interpolated
949,formation_7_higher_light,28,68,949.076,0.076,831.29,65,1027.6,70,interpolated
950,formation_6_high_light,22,83,949.974,0.026,876.81,80,998.75,85,interpolated
951,formation_6_high_light,49,74,950.83,0.17,819.59,70,983.64,75,interpolated
952,formation_7_higher_light,7,96,951.944,0.056,932.48,95,1029.8,100,interpolated
953,formation_6_high_light,38,76,953.044,0.044,922.43,75,1075.5,80,interpolated
954,formation_7_higher_light,41,66,954.028,0.028,909.51,65,1132.1,70,interpolated
955,formation_6_high_light,34,77,954.688,0.312,895.68,75,1043.2,80,interpolated
956,formation_7_higher_light,13,78,956.004,0.004,876.21,75,1009.2,80,interpolated
957,formation_6_high_light,21,84,956.83,0.17,861.31,80,980.71,85,interpolated
958,formation_7_higher_light,25,69,957.986,0.014,807.09,65,995.71,70,interpolated
959,formation_7_higher_light,9,88,959.18,0.18,898.1,85,999.9,90,interpolated
960,formation_6_high_light,39,76,960.196,0.196,929.37,75,1083.5,80,interpolated
961,formation_5_midhigh_light,50,96,960.96,0.04,934.95,95,1065.0,100,interpolated
962,formation_7_higher_light,19,73,961.876,0.124,865.09,70,1026.4,75,interpolated
963,formation_7_higher_light,12,81,962.816,0.184,938.17,80,1061.4,85,interpolated
964,formation_5_midhigh_light,47,97,963.89,0.11,913.15,95,1040.0,100,interpolated
965,formation_6_high_light,26,80,964.81,0.19,964.81,80,1100.0,85,interpolated
966,formation_6_high_light,11,100,966.04,0.04,864.64,95,966.04,100,interpolated
967,formation_6_high_light,40,76,966.604,0.396,935.48,75,1091.1,80,interpolated
968,formation_6_high_light,32,78,968.34,0.34,881.4,75,1026.3,80,interpolated
969,formation_7_higher_light,36,67,968.968,0.032,883.48,65,1097.2,70,interpolated
970,formation_6_high_light,36,77,970.284,0.284,910.14,75,1060.5,80,interpolated
971,formation_5_midhigh_light,44,98,971.352,0.352,896.73,95,1021.1,100,interpolated
972,formation_7_higher_light,7,97,971.408,0.592,932.48,95,1029.8,100,interpolated
973,formation_6_high_light,41,76,972.916,0.084,941.57,75,1098.3,80,interpolated
974,formation_6_high_light,47,75,974.01,0.01,811.75,70,974.01,75,interpolated
975,formation_7_higher_light,31,68,975.06,0.06,853.2,65,1056.3,70,interpolated
976,formation_6_high_light,33,78,975.896,0.104,888.29,75,1034.3,80,interpolated
977,formation_5_midhigh_light,41,99,977.026,0.026,879.93,95,1001.3,100,interpolated
978,formation_7_higher_light,46,66,978.372,0.372,932.39,65,1162.3,70,interpolated
979,formation_6_high_light,13,95,979.28,0.28,885.89,90,979.28,95,interpolated
980,formation_7_higher_light,9,89,979.54,0.46,898.1,85,999.9,90,interpolated
981,formation_7_higher_light,38,67,981.122,0.122,894.07,65,1111.7,70,interpolated
982,formation_7_higher_light,17,75,982.1,0.1,829.65,70,982.1,75,interpolated
983,formation_7_higher_light,47,66,982.8,0.2,936.5,65,1168.0,70,interpolated
984,formation_6_high_light,20,86,984.032,0.032,960.79,85,1077.0,90,interpolated
985,formation_7_higher_light,8,93,985.024,0.024,928.81,90,1022.5,95,interpolated
986,formation_6_high_light,28,80,985.9,0.1,985.9,80,1124.7,85,interpolated
987,formation_5_midhigh_light,50,97,986.97,0.03,934.95,95,1065.0,100,interpolated
988,formation_6_high_light,31,79,988.328,0.328,873.64,75,1017.0,80,interpolated
989,formation_5_midhigh_light,47,98,989.26,0.26,913.15,95,1040.0,100,interpolated
990,formation_5_midhigh_light,43,99,989.96,0.04,891.0,95,1014.7,100,interpolated
991,formation_6_high_light,39,77,991.022,0.022,929.37,75,1083.5,80,interpolated
992,formation_6_high_light,26,81,991.848,0.152,964.81,80,1100.0,85,interpolated
993,formation_7_higher_light,40,67,992.852,0.148,904.62,65,1125.2,70,interpolated
994,formation_5_midhigh_light,48,98,993.988,0.012,917.17,95,1045.2,100,interpolated
995,formation_6_high_light,14,94,994.488,0.512,916.84,90,1013.9,95,interpolated
996,formation_6_high_light,45,76,996.116,0.116,963.87,75,1125.1,80,interpolated
997,formation_6_high_light,32,79,997.32,0.32,881.4,75,1026.3,80,interpolated
998,formation_6_high_light,50,75,998.01,0.01,831.75,70,998.01,75,interpolated
999,formation_6_high_light,22,85,998.75,0.25,998.75,85,1120.3,90,interpolated
1000,formation_5_midhigh_light,49,98,1000.02,0.02,922.35,95,1051.8,100,interpolated
1010,formation_7_higher_light,7,99,1010.336,0.336,932.48,95,1029.8,100,interpolated
1020,formation_7_higher_light,9,91,1020.36,0.36,999.9,90,1102.2,95,interpolated
1030,formation_6_high_light,18,90,1029.9,0.1,1029.9,90,1140.9,95,interpolated
1040,formation_5_midhigh_light,47,100,1040.0,0.0,913.15,95,1040.0,100,interpolated
1050,formation_6_high_light,13,98,1049.852,0.148,979.28,95,1096.9,100,interpolated
1060,formation_6_high_light,40,79,1059.976,0.024,935.48,75,1091.1,80,interpolated
1070,formation_7_higher_light,14,81,1070.1,0.1,1042.3,80,1181.3,85,interpolated
1080,formation_7_higher_light,48,68,1079.928,0.072,940.32,65,1173.0,70,interpolated
1090,formation_7_higher_light,35,70,1089.7,0.3,1089.7,70,1303.1,75,interpolated
1100,formation_6_high_light,26,85,1100.0,0.0,964.81,80,1100.0,85,interpolated
1110,formation_7_higher_light,10,92,1110.14,0.14,1066.3,90,1175.9,95,interpolated
1120,formation_6_high_light,22,90,1120.3,0.3,998.75,85,1120.3,90,interpolated
1130,formation_6_high_light,41,81,1129.68,0.32,1098.3,80,1255.2,85,interpolated
1140,formation_7_higher_light,36,71,1140.32,0.32,1097.2,70,1312.8,75,interpolated
1150,formation_6_high_light,44,81,1150.04,0.04,1118.0,80,1278.2,85,interpolated
1160,formation_7_higher_light,12,89,1160.2,0.2,1061.4,85,1184.9,90,interpolated
1170,formation_6_high_light,18,96,1169.86,0.14,1140.9,95,1285.7,100,interpolated
1180,formation_6_high_light,28,87,1180.06,0.06,1124.7,85,1263.1,90,interpolated
1190,formation_6_high_light,16,99,1189.98,0.02,1081.9,95,1217.0,100,interpolated
1200,formation_6_high_light,42,83,1200.1,0.1,1105.3,80,1263.3,85,interpolated
1210,formation_7_higher_light,12,91,1209.92,0.08,1184.9,90,1310.0,95,interpolated
1220,formation_7_higher_light,15,85,1220.1,0.1,1075.6,80,1220.1,85,interpolated
1230,formation_7_higher_light,10,97,1229.9,0.1,1175.9,95,1310.9,100,interpolated
1240,formation_6_high_light,33,87,1239.88,0.12,1180.6,85,1328.8,90,interpolated
1250,formation_7_higher_light,13,89,1249.82,0.18,1142.7,85,1276.6,90,interpolated
1260,formation_7_higher_light,12,93,1259.96,0.04,1184.9,90,1310.0,95,interpolated
1270,formation_6_high_light,43,85,1270.3,0.3,1111.4,80,1270.3,85,interpolated
1280,formation_7_higher_light,20,82,1280.12,0.12,1213.2,80,1380.5,85,interpolated
1290,formation_7_higher_light,18,84,1290.38,0.38,1163.1,80,1322.2,85,interpolated
1300,formation_6_high_light,39,87,1300.28,0.28,1238.0,85,1393.7,90,interpolated
1310,formation_7_higher_light,12,95,1310.0,0.0,1184.9,90,1310.0,95,interpolated
1320,formation_7_higher_light,49,73,1319.76,0.24,1178.7,70,1413.8,75,interpolated
1330,formation_7_higher_light,30,77,1329.64,0.36,1248.4,75,1451.5,80,interpolated
1340,formation_6_high_light,22,98,1339.98,0.02,1242.0,95,1405.3,100,interpolated
1350,formation_6_high_light,41,88,1350.18,0.18,1255.2,85,1413.5,90,interpolated
1360,formation_7_higher_light,48,74,1359.96,0.04,1173.0,70,1406.7,75,interpolated
1370,formation_6_high_light,34,91,1370.0,0.0,1340.4,90,1488.4,95,interpolated
1380,formation_7_higher_light,20,85,1380.5,0.5,1213.2,80,1380.5,85,interpolated
1390,formation_6_high_light,29,94,1390.7,0.7,1277.1,90,1419.1,95,interpolated
1400,formation_6_high_light,47,88,1400.0,0.0,1301.9,85,1465.4,90,interpolated
1410,formation_7_higher_light,24,83,1409.46,0.54,1301.4,80,1481.5,85,interpolated
1420,formation_6_high_light,31,94,1420.58,0.58,1305.3,90,1449.4,95,interpolated
1430,formation_7_higher_light,35,78,1430.6,0.6,1303.1,75,1515.6,80,interpolated
1440,formation_7_higher_light,46,76,1439.98,0.02,1393.9,75,1624.3,80,interpolated
1450,formation_6_high_light,45,90,1449.5,0.5,1449.5,90,1610.3,95,interpolated
1460,formation_7_higher_light,14,95,1460.3,0.3,1321.1,90,1460.3,95,interpolated
1470,formation_7_higher_light,44,77,1469.86,0.14,1379.1,75,1606.0,80,interpolated
1480,formation_7_higher_light,18,90,1480.1,0.1,1322.2,85,1480.1,90,interpolated
1490,formation_7_higher_light,41,78,1490.14,0.14,1356.4,75,1579.3,80,interpolated
1500,formation_7_higher_light,48,77,1500.22,0.22,1406.7,75,1640.5,80,interpolated
1510,formation_7_higher_light,21,88,1509.9,0.1,1407.9,85,1577.9,90,interpolated
1520,formation_7_higher_light,32,81,1520.16,0.16,1478.8,80,1685.6,85,interpolated
1530,formation_6_high_light,25,100,1530.0,0.0,1353.0,95,1530.0,100,interpolated
1540,formation_7_higher_light,47,78,1540.04,0.04,1400.9,75,1632.8,80,interpolated
1550,formation_6_high_light,42,94,1549.42,0.58,1423.1,90,1581.0,95,interpolated
1560,formation_6_high_light,40,95,1559.4,0.6,1559.4,95,1770.6,100,interpolated
1570,formation_7_higher_light,45,79,1569.86,0.14,1386.5,75,1615.7,80,interpolated
1580,formation_6_high_light,49,93,1579.92,0.08,1480.8,90,1646.0,95,interpolated
1590,formation_6_high_light,43,95,1590.0,0.0,1430.7,90,1590.0,95,interpolated
1600,formation_7_higher_light,23,89,1600.12,0.12,1459.0,85,1635.4,90,interpolated
1610,formation_6_high_light,45,95,1610.3,0.3,1449.5,90,1610.3,95,interpolated
1620,formation_7_higher_light,15,98,1619.48,0.52,1509.2,95,1693.0,100,interpolated
1630,formation_7_higher_light,50,79,1629.64,0.36,1439.0,75,1677.3,80,interpolated
1640,formation_7_higher_light,48,80,1640.5,0.5,1406.7,75,1640.5,80,interpolated
1650,formation_6_high_light,37,98,1649.28,0.72,1526.1,95,1731.4,100,interpolated
1660,formation_7_higher_light,28,86,1659.62,0.38,1620.6,85,1815.7,90,interpolated
1670,formation_7_higher_light,46,81,1670.16,0.16,1624.3,80,1853.6,85,interpolated
1680,formation_7_higher_light,20,94,1679.56,0.44,1546.6,90,1712.8,95,interpolated
1690,formation_6_high_light,37,99,1690.34,0.34,1526.1,95,1731.4,100,interpolated
1700,formation_7_higher_light,33,85,1699.6,0.4,1699.6,85,1905.7,90,interpolated
1710,formation_6_high_light,42,98,1709.64,0.36,1581.0,95,1795.4,100,interpolated
1720,formation_6_high_light,43,98,1719.48,0.52,1590.0,95,1805.8,100,interpolated
1730,formation_6_high_light,44,98,1730.96,0.96,1600.4,95,1818.0,100,interpolated
1740,formation_7_higher_light,36,85,1740.0,0.0,1527.0,80,1740.0,85,interpolated
1750,formation_7_higher_light,31,87,1751.46,1.46,1670.5,85,1872.9,90,interpolated
1760,formation_7_higher_light,18,98,1759.42,0.58,1637.8,95,1840.5,100,interpolated
1770,formation_6_high_light,40,100,1770.6,0.6,1559.4,95,1770.6,100,interpolated
1780,formation_7_higher_light,48,83,1779.16,0.84,1640.5,80,1871.6,85,interpolated
1790,formation_7_higher_light,21,96,1790.74,0.74,1746.3,95,1968.5,100,interpolated
1800,formation_7_higher_light,18,99,1799.96,0.04,1637.8,95,1840.5,100,interpolated
1810,formation_7_higher_light,23,95,1810.7,0.7,1635.4,90,1810.7,95,interpolated
1820,formation_7_higher_light,39,86,1820.84,0.84,1776.9,85,1996.6,90,interpolated
1830,formation_7_higher_light,25,92,1830.26,0.26,1754.1,90,1944.5,95,interpolated
1840,formation_7_higher_light,24,95,1839.8,0.2,1839.8,95,2077.2,100,interpolated
1850,formation_7_higher_light,32,89,1850.08,0.08,1685.6,85,1891.2,90,interpolated
1860,formation_6_high_light,48,100,1860.2,0.2,1636.8,95,1860.2,100,interpolated
1870,formation_7_higher_light,22,97,1869.24,0.76,1778.0,95,2006.1,100,interpolated
1880,formation_7_higher_light,21,98,1879.62,0.38,1746.3,95,1968.5,100,interpolated
1890,formation_7_higher_light,41,87,1889.94,0.06,1800.7,85,2023.8,90,interpolated
1900,formation_7_higher_light,46,86,1899.6,0.4,1853.6,85,2083.6,90,interpolated
1910,formation_7_higher_light,47,86,1909.22,0.78,1862.9,85,2094.5,90,interpolated
1920,formation_7_higher_light,40,88,1921.66,1.66,1789.0,85,2010.1,90,interpolated
1930,formation_7_higher_light,49,86,1928.7,1.3,1881.8,85,2116.3,90,interpolated
1940,formation_7_higher_light,35,90,1939.1,0.9,1939.1,90,2153.1,95,interpolated
1950,formation_7_higher_light,23,98,1950.08,0.08,1810.7,95,2043.0,100,interpolated
1960,formation_7_higher_light,22,99,1960.48,0.48,1778.0,95,2006.1,100,interpolated
1970,formation_7_higher_light,26,95,1969.9,0.1,1969.9,95,2225.9,100,interpolated
1980,formation_7_higher_light,41,89,1979.18,0.82,1800.7,85,2023.8,90,interpolated
1990,formation_7_higher_light,33,92,1989.34,0.66,1905.7,90,2114.8,95,interpolated
2000,formation_7_higher_light,47,88,2001.86,1.86,1862.9,85,2094.5,90,interpolated
2010,formation_7_higher_light,40,90,2010.1,0.1,1789.0,85,2010.1,90,interpolated
2020,formation_7_higher_light,26,96,2021.1,1.1,1969.9,95,2225.9,100,interpolated
2030,formation_7_higher_light,24,99,2029.72,0.28,1839.8,95,2077.2,100,interpolated
2040,formation_7_higher_light,36,92,2040.8,0.8,1954.2,90,2170.7,95,interpolated
2050,formation_7_higher_light,34,93,2049.12,0.88,1923.0,90,2133.2,95,interpolated
2060,formation_7_higher_light,44,90,2059.9,0.1,2059.9,90,2289.4,95,interpolated
2070,formation_7_higher_light,49,89,2069.4,0.6,1881.8,85,2116.3,90,interpolated
2080,formation_7_higher_light,42,91,2081.48,1.48,2036.0,90,2263.4,95,interpolated
2090,formation_7_higher_light,34,94,2091.16,1.16,1923.0,90,2133.2,95,interpolated
2100,formation_7_higher_light,37,93,2100.3,0.3,1969.2,90,2187.7,95,interpolated
2110,formation_7_higher_light,35,94,2110.3,0.3,1939.1,90,2153.1,95,interpolated
2120,formation_7_higher_light,45,91,2118.68,1.32,2072.3,90,2304.2,95,interpolated
2130,formation_7_higher_light,39,93,2129.92,0.08,1996.6,90,2218.8,95,interpolated
