target_mlux,formation_name,current_ma,pwm_percent,estimated_mlux,error_mlux,lower_measured_mlux,lower_pwm_percent,upper_measured_mlux,upper_pwm_percent,method
335,formation_4_mid_light,35,77,334.97,0.03,313.93,75,366.53,80,interpolated
336,formation_4_mid_light,24,82,335.956,0.044,318.1,80,362.74,85,interpolated
337,formation_5_midhigh_light,46,63,337.074,0.074,304.26,60,358.95,65,interpolated
338,formation_6_high_light,21,53,337.988,0.012,299.21,50,363.84,55,interpolated
339,formation_4_mid_light,15,91,339.014,0.014,331.94,90,367.31,95,interpolated
340,formation_5_midhigh_light,13,75,339.98,0.02,339.98,75,392.62,80,interpolated
341,formation_4_mid_light,14,93,340.952,0.048,320.51,90,354.58,95,interpolated
342,formation_5_midhigh_light,18,71,342.002,0.002,329.45,70,392.21,75,interpolated
343,formation_4_mid_light,49,75,343.02,0.02,284.21,70,343.02,75,interpolated
344,formation_4_mid_light,17,89,343.934,0.066,313.75,85,351.48,90,interpolated
345,formation_6_high_light,20,54,344.996,0.004,294.14,50,357.71,55,interpolated
346,formation_7_higher_light,39,42,346.006,0.006,300.01,40,415.0,45,interpolated
347,formation_6_high_light,31,50,347.04,0.04,272.21,45,347.04,50,interpolated
348,formation_5_midhigh_light,46,64,348.012,0.012,304.26,60,358.95,65,interpolated
349,formation_7_higher_light,8,56,348.94,0.06,337.24,55,395.74,60,interpolated
350,formation_5_midhigh_light,41,65,350.0,0.0,296.45,60,350.0,65,interpolated
351,formation_5_midhigh_light,15,74,350.982,0.018,305.59,70,362.33,75,interpolated
352,formation_6_high_light,33,50,352.05,0.05,276.07,45,352.05,50,interpolated
353,formation_4_mid_light,34,79,352.914,0.086,311.53,75,363.26,80,interpolated
354,formation_4_mid_light,20,87,353.942,0.058,337.63,85,378.41,90,interpolated
355,formation_5_midhigh_light,10,83,355.018,0.018,329.17,80,372.25,85,interpolated
356,formation_6_high_light,10,65,356.0,0.0,305.12,60,356.0,65,interpolated
357,formation_4_mid_light,12,100,357.06,0.06,319.0,95,357.06,100,interpolated
358,formation_5_midhigh_light,17,73,357.986,0.014,321.68,70,382.19,75,interpolated
359,formation_5_midhigh_light,46,65,358.95,0.05,358.95,65,450.97,70,interpolated
360,formation_5_midhigh_light,8,90,359.9,0.1,359.9,90,397.21,95,interpolated
361,formation_4_mid_light,41,78,360.992,0.008,327.86,75,383.08,80,interpolated
362,formation_5_midhigh_light,27,68,361.974,0.026,315.78,65,392.77,70,interpolated
363,formation_7_higher_light,36,43,363.006,0.006,295.38,40,408.09,45,interpolated
364,formation_4_mid_light,26,83,363.998,0.002,335.6,80,382.93,85,interpolated
365,formation_7_higher_light,10,54,365.05,0.05,312.29,50,378.24,55,interpolated
366,formation_6_high_light,39,50,366.01,0.01,286.69,45,366.01,50,interpolated
367,formation_5_midhigh_light,24,70,366.98,0.02,366.98,70,439.1,75,interpolated
368,formation_7_higher_light,6,63,367.982,0.018,335.69,60,389.51,65,interpolated
369,formation_4_mid_light,18,91,368.998,0.002,361.1,90,400.59,95,interpolated
370,formation_6_high_light,13,61,370.064,0.064,357.78,60,419.2,65,interpolated
371,formation_7_higher_light,9,56,370.996,0.004,358.38,55,421.46,60,interpolated
372,formation_4_mid_light,41,79,372.036,0.036,327.86,75,383.08,80,interpolated
373,formation_5_midhigh_light,9,88,372.938,0.062,348.62,85,389.15,90,interpolated
374,formation_6_high_light,43,50,373.91,0.09,373.91,50,456.53,55,interpolated
375,formation_5_midhigh_light,19,73,374.872,0.128,336.46,70,400.48,75,interpolated
376,formation_4_mid_light,48,78,376.01,0.01,341.15,75,399.25,80,interpolated
377,formation_7_higher_light,21,47,377.034,0.034,339.91,45,432.72,50,interpolated
378,formation_7_higher_light,44,43,378.026,0.026,307.34,40,425.15,45,interpolated
379,formation_5_midhigh_light,32,68,379.03,0.03,330.13,65,411.63,70,interpolated
380,formation_7_higher_light,13,51,379.928,0.072,364.16,50,443.0,55,interpolated
381,formation_5_midhigh_light,28,69,380.98,0.02,318.5,65,396.6,70,interpolated
382,formation_7_higher_light,27,45,382.03,0.03,277.39,40,382.03,45,interpolated
383,formation_4_mid_light,26,85,382.93,0.07,382.93,85,430.46,90,interpolated
384,formation_7_higher_light,8,59,384.04,0.04,337.24,55,395.74,60,interpolated
385,formation_6_high_light,7,73,385.042,0.042,349.81,70,408.53,75,interpolated
386,formation_6_high_light,25,54,386.034,0.034,328.89,50,400.32,55,interpolated
387,formation_4_mid_light,25,86,387.264,0.264,377.81,85,425.08,90,interpolated
388,formation_4_mid_light,27,85,387.95,0.05,387.95,85,435.89,90,interpolated
389,formation_6_high_light,16,60,388.89,0.11,388.89,60,456.19,65,interpolated
390,formation_4_mid_light,24,88,389.962,0.038,362.74,85,408.11,90,interpolated
391,formation_4_mid_light,36,82,390.858,0.142,369.45,80,422.97,85,interpolated
392,formation_4_mid_light,28,85,392.0,0.0,343.07,80,392.0,85,interpolated
393,formation_7_higher_light,24,47,393.006,0.006,353.77,45,451.86,50,interpolated
394,formation_6_high_light,24,56,393.984,0.016,380.26,55,448.88,60,interpolated
395,formation_4_mid_light,46,80,395.02,0.02,337.69,75,395.02,80,interpolated
396,formation_6_high_light,22,57,395.984,0.016,369.58,55,435.59,60,interpolated
397,formation_5_midhigh_light,22,73,397.078,0.078,355.63,70,424.71,75,interpolated
398,formation_7_higher_light,42,44,398.114,0.114,304.89,40,421.42,45,interpolated
399,formation_4_mid_light,24,89,399.036,0.036,362.74,85,408.11,90,interpolated
400,formation_4_mid_light,17,96,399.964,0.036,390.05,95,439.62,100,interpolated
401,formation_6_high_light,29,54,401.006,0.006,341.55,50,415.87,55,interpolated
402,formation_4_mid_light,44,81,401.99,0.01,390.62,80,447.47,85,interpolated
403,formation_6_high_light,21,58,403.014,0.014,363.84,55,429.13,60,interpolated
404,formation_6_high_light,35,53,404.006,0.006,357.17,50,435.23,55,interpolated
405,formation_7_higher_light,10,57,405.004,0.004,378.24,55,445.15,60,interpolated
406,formation_5_midhigh_light,14,80,405.97,0.03,405.97,80,460.82,85,interpolated
407,formation_6_high_light,11,67,406.976,0.024,374.1,65,456.29,70,interpolated
408,formation_6_high_light,31,54,407.976,0.024,347.04,50,423.21,55,interpolated
409,formation_4_mid_light,47,81,409.014,0.014,397.45,80,455.27,85,interpolated
410,formation_7_higher_light,29,46,410.012,0.012,388.47,45,496.18,50,interpolated
411,formation_4_mid_light,22,92,411.012,0.012,393.88,90,436.71,95,interpolated
412,formation_5_midhigh_light,45,68,411.964,0.036,357.25,65,448.44,70,interpolated
413,formation_5_midhigh_light,11,87,412.984,0.016,394.48,85,440.74,90,interpolated
414,formation_7_higher_light,21,49,414.158,0.158,339.91,45,432.72,50,interpolated
415,formation_7_higher_light,39,45,415.0,0.0,300.01,40,415.0,45,interpolated
416,formation_4_mid_light,34,85,415.96,0.04,415.96,85,468.17,90,interpolated
417,formation_6_high_light,40,53,416.986,0.014,368.2,50,449.51,55,interpolated
418,formation_7_higher_light,50,44,417.968,0.032,319.44,40,442.6,45,interpolated
419,formation_5_midhigh_light,17,78,419.024,0.024,382.19,75,443.58,80,interpolated
420,formation_7_higher_light,17,51,419.966,0.034,402.5,50,489.83,55,interpolated
421,formation_4_mid_light,26,89,420.954,0.046,382.93,85,430.46,90,interpolated
422,formation_6_high_light,9,71,422.056,0.056,407.82,70,479.0,75,interpolated
423,formation_7_higher_light,14,53,423.01,0.01,374.26,50,455.51,55,interpolated
424,formation_7_higher_light,27,47,424.354,0.354,382.03,45,487.84,50,interpolated
425,formation_7_higher_light,34,46,425.012,0.012,402.54,45,514.9,50,interpolated
426,formation_7_higher_light,20,50,425.96,0.04,425.96,50,518.81,55,interpolated
427,formation_4_mid_light,45,83,427.056,0.056,392.85,80,449.86,85,interpolated
428,formation_5_midhigh_light,32,71,427.99,0.01,411.63,70,493.43,75,interpolated
429,formation_6_high_light,25,57,428.976,0.024,400.32,55,471.96,60,interpolated
430,formation_6_high_light,46,53,430.002,0.002,379.59,50,463.61,55,interpolated
431,formation_5_midhigh_light,21,76,430.962,0.038,417.47,75,484.93,80,interpolated
432,formation_7_higher_light,48,45,431.96,0.04,431.96,45,553.95,50,interpolated
433,formation_6_high_light,8,74,433.012,0.012,380.42,70,446.16,75,interpolated
434,formation_5_midhigh_light,26,73,434.116,0.116,388.42,70,464.58,75,interpolated
435,formation_7_higher_light,8,63,434.968,0.032,395.74,60,461.12,65,interpolated
436,formation_4_mid_light,44,84,436.1,0.1,390.62,80,447.47,85,interpolated
437,formation_7_higher_light,25,48,436.858,0.142,374.59,45,478.37,50,interpolated
438,formation_7_higher_light,4,78,438.034,0.034,406.45,75,459.09,80,interpolated
439,formation_5_midhigh_light,19,78,439.012,0.012,400.48,75,464.7,80,interpolated
440,formation_6_high_light,43,54,440.006,0.006,373.91,50,456.53,55,interpolated
441,formation_4_mid_light,30,89,440.958,0.042,400.75,85,451.01,90,interpolated
442,formation_4_mid_light,42,85,441.96,0.04,441.96,85,498.08,90,interpolated
443,formation_7_higher_light,13,55,443.0,0.0,364.16,50,443.0,55,interpolated
444,formation_6_high_light,38,55,443.97,0.03,443.97,55,523.76,60,interpolated
445,formation_7_higher_light,42,46,444.994,0.006,421.42,45,539.29,50,interpolated
446,formation_4_mid_light,48,84,445.898,0.102,399.25,80,457.56,85,interpolated
447,formation_5_midhigh_light,38,71,447.1,0.1,429.75,70,516.5,75,interpolated
448,formation_7_higher_light,8,64,448.044,0.044,395.74,60,461.12,65,interpolated
449,formation_7_higher_light,44,46,449.01,0.01,425.15,45,544.45,50,interpolated
450,formation_5_midhigh_light,11,91,450.052,0.052,440.74,90,487.3,95,interpolated
451,formation_6_high_light,22,61,450.992,0.008,435.59,60,512.6,65,interpolated
452,formation_6_high_light,41,55,451.94,0.06,451.94,55,533.32,60,interpolated
453,formation_4_mid_light,20,98,452.92,0.08,419.83,95,474.98,100,interpolated
454,formation_4_mid_light,50,84,453.966,0.034,406.43,80,465.85,85,interpolated
455,formation_4_mid_light,36,88,454.998,0.002,422.97,85,476.35,90,interpolated
456,formation_5_midhigh_light,13,86,456.168,0.168,445.64,85,498.28,90,interpolated
457,formation_6_high_light,32,57,457.202,0.202,426.57,55,503.15,60,interpolated
458,formation_5_midhigh_light,21,78,457.946,0.054,417.47,75,484.93,80,interpolated
459,formation_6_high_light,44,55,459.01,0.01,375.94,50,459.01,55,interpolated
460,formation_4_mid_light,32,90,460.01,0.01,408.96,85,460.01,90,interpolated
461,formation_4_mid_light,30,91,460.986,0.014,451.01,90,500.89,95,interpolated
462,formation_5_midhigh_light,37,72,462.012,0.012,427.76,70,513.39,75,interpolated
463,formation_6_high_light,39,56,462.972,0.028,446.85,55,527.46,60,interpolated
464,formation_4_mid_light,33,90,463.97,0.03,463.97,90,515.76,95,interpolated
465,formation_4_mid_light,27,93,465.062,0.062,435.89,90,484.51,95,interpolated
466,formation_5_midhigh_light,22,78,465.984,0.016,424.71,75,493.5,80,interpolated
467,formation_4_mid_light,43,87,466.994,0.006,444.45,85,500.81,90,interpolated
468,formation_7_higher_light,15,55,467.93,0.07,467.93,55,550.78,60,interpolated
469,formation_4_mid_light,40,88,468.856,0.144,435.58,85,491.04,90,interpolated
470,formation_5_midhigh_light,10,96,469.966,0.034,459.36,95,512.39,100,interpolated
471,formation_4_mid_light,30,92,470.962,0.038,451.01,90,500.89,95,interpolated
472,formation_4_mid_light,49,86,471.972,0.028,460.27,85,518.78,90,interpolated
473,formation_7_higher_light,19,53,472.956,0.044,418.14,50,509.5,55,interpolated
474,formation_5_midhigh_light,12,91,474.008,0.008,464.21,90,513.2,95,interpolated
475,formation_7_higher_light,10,62,474.97,0.03,445.15,60,519.7,65,interpolated
476,formation_6_high_light,38,57,475.886,0.114,443.97,55,523.76,60,interpolated
477,formation_7_higher_light,5,75,476.96,0.04,476.96,75,540.95,80,interpolated
478,formation_5_midhigh_light,11,94,477.988,0.012,440.74,90,487.3,95,interpolated
479,formation_6_high_light,9,75,479.0,0.0,407.82,70,479.0,75,interpolated
480,formation_5_midhigh_light,17,83,480.0,0.0,443.58,80,504.28,85,interpolated
481,formation_4_mid_light,30,93,480.938,0.062,451.01,90,500.89,95,interpolated
482,formation_5_midhigh_light,50,71,482.038,0.038,463.17,70,557.51,75,interpolated
483,formation_6_high_light,6,86,483.024,0.024,472.66,85,524.48,90,interpolated
484,formation_6_high_light,31,59,483.898,0.102,423.21,55,499.07,60,interpolated
485,formation_7_higher_light,23,52,485.006,0.006,446.15,50,543.29,55,interpolated
486,formation_4_mid_light,31,93,485.966,0.034,455.6,90,506.21,95,interpolated
487,formation_7_higher_light,40,48,486.986,0.014,416.9,45,533.71,50,interpolated
488,formation_5_midhigh_light,15,86,488.044,0.044,476.61,85,533.78,90,interpolated
489,formation_5_midhigh_light,31,75,489.02,0.02,408.25,70,489.02,75,interpolated
490,formation_4_mid_light,47,88,489.98,0.02,455.27,85,513.12,90,interpolated
491,formation_4_mid_light,40,90,491.04,0.04,435.58,85,491.04,90,interpolated
492,formation_7_higher_light,50,47,491.996,0.004,442.6,45,566.09,50,interpolated
493,formation_6_high_light,5,94,493.102,0.102,457.71,90,501.95,95,interpolated
494,formation_7_higher_light,7,69,493.99,0.01,426.27,65,510.92,70,interpolated
495,formation_4_mid_light,33,93,495.044,0.044,463.97,90,515.76,95,interpolated
496,formation_7_higher_light,35,49,495.994,0.006,405.57,45,518.6,50,interpolated
497,formation_7_higher_light,22,53,497.066,0.066,439.58,50,535.39,55,interpolated
498,formation_6_high_light,40,58,497.942,0.058,449.51,55,530.23,60,interpolated
499,formation_6_high_light,31,60,499.07,0.07,423.21,55,499.07,60,interpolated
500,formation_7_higher_light,30,50,500.15,0.15,391.41,45,500.15,50,interpolated
501,formation_6_high_light,48,57,501.03,0.03,467.25,55,551.7,60,interpolated
502,formation_4_mid_light,40,91,502.046,0.046,491.04,90,546.07,95,interpolated
503,formation_5_midhigh_light,45,73,503.028,0.028,448.44,70,539.42,75,interpolated
504,formation_4_mid_light,35,93,504.12,0.12,472.32,90,525.32,95,interpolated
505,formation_6_high_light,23,64,505.046,0.046,442.63,60,520.65,65,interpolated
506,formation_5_midhigh_light,40,74,505.86,0.14,435.5,70,523.45,75,interpolated
507,formation_4_mid_light,49,89,507.078,0.078,460.27,85,518.78,90,interpolated
508,formation_7_higher_light,32,50,508.0,0.0,397.46,45,508.0,50,interpolated
509,formation_4_mid_light,29,96,508.88,0.12,495.37,95,562.92,100,interpolated
510,formation_4_mid_light,34,94,510.042,0.042,468.17,90,520.51,95,interpolated
511,formation_7_higher_light,24,53,511.032,0.032,451.86,50,550.48,55,interpolated
512,formation_7_higher_light,4,85,511.97,0.03,511.97,85,564.64,90,interpolated
513,formation_4_mid_light,40,92,513.052,0.052,491.04,90,546.07,95,interpolated
514,formation_7_higher_light,11,63,513.97,0.03,466.84,60,545.39,65,interpolated
515,formation_5_midhigh_light,16,87,515.006,0.006,491.37,85,550.46,90,interpolated
516,formation_5_midhigh_light,27,78,515.986,0.014,469.96,75,546.67,80,interpolated
517,formation_6_high_light,41,59,517.044,0.044,451.94,55,533.32,60,interpolated
518,formation_5_midhigh_light,34,76,518.036,0.036,501.42,75,584.5,80,interpolated
519,formation_6_high_light,20,66,519.012,0.012,495.72,65,612.18,70,interpolated
520,formation_7_higher_light,14,59,519.974,0.026,455.51,55,536.09,60,interpolated
521,formation_6_high_light,32,61,520.994,0.006,503.15,60,592.37,65,interpolated
522,formation_7_higher_light,30,51,522.05,0.05,500.15,50,609.65,55,interpolated
523,formation_7_higher_light,45,49,523.114,0.114,427.21,45,547.09,50,interpolated
524,formation_5_midhigh_light,46,74,524.042,0.042,450.97,70,542.31,75,interpolated
525,formation_6_high_light,10,76,525.012,0.012,509.7,75,586.26,80,interpolated
526,formation_5_midhigh_light,32,77,526.142,0.142,493.43,75,575.21,80,interpolated
527,formation_5_midhigh_light,29,78,526.92,0.08,479.49,75,558.54,80,interpolated
528,formation_6_high_light,50,58,528.03,0.03,476.64,55,562.29,60,interpolated
529,formation_6_high_light,14,70,528.9,0.1,528.9,70,625.82,75,interpolated
530,formation_4_mid_light,26,99,530.004,0.004,478.42,95,542.9,100,interpolated
531,formation_7_higher_light,39,50,531.03,0.03,415.0,45,531.03,50,interpolated
532,formation_5_midhigh_light,49,74,531.88,0.12,457.6,70,550.45,75,interpolated
533,formation_7_higher_light,4,87,533.038,0.038,511.97,85,564.64,90,interpolated
534,formation_4_mid_light,31,97,534.054,0.054,506.21,95,575.82,100,interpolated
535,formation_5_midhigh_light,22,83,535.056,0.056,493.5,80,562.76,85,interpolated
536,formation_6_high_light,36,61,536.016,0.016,517.54,60,609.92,65,interpolated
537,formation_4_mid_light,27,99,536.974,0.026,484.51,95,550.09,100,interpolated
538,formation_6_high_light,7,86,537.992,0.008,526.25,85,584.96,90,interpolated
539,formation_5_midhigh_light,21,84,538.986,0.014,484.93,80,552.5,85,interpolated
540,formation_6_high_light,5,99,539.998,0.002,501.95,95,549.51,100,interpolated
541,formation_5_midhigh_light,40,76,540.98,0.02,523.45,75,611.1,80,interpolated
542,formation_4_mid_light,30,98,541.966,0.034,500.89,95,569.35,100,interpolated
543,formation_4_mid_light,42,94,542.896,0.104,498.08,90,554.1,95,interpolated
544,formation_7_higher_light,30,52,543.95,0.05,500.15,50,609.65,55,interpolated
545,formation_6_high_light,15,70,545.04,0.04,444.42,65,545.04,70,interpolated
546,formation_4_mid_light,40,95,546.07,0.07,491.04,90,546.07,95,interpolated
547,formation_6_high_light,46,60,546.92,0.08,546.92,60,645.43,65,interpolated
548,formation_5_midhigh_light,48,75,548.01,0.01,455.08,70,548.01,75,interpolated
549,formation_5_midhigh_light,22,84,548.908,0.092,493.5,80,562.76,85,interpolated
550,formation_6_high_light,9,80,550.06,0.06,479.0,75,550.06,80,interpolated
551,formation_5_midhigh_light,43,76,551.036,0.036,533.12,75,622.7,80,interpolated
552,formation_6_high_light,21,67,552.136,0.136,504.42,65,623.71,70,interpolated
553,formation_4_mid_light,38,96,553.05,0.05,538.1,95,612.85,100,interpolated
554,formation_7_higher_light,48,50,553.95,0.05,553.95,50,675.96,55,interpolated
555,formation_5_midhigh_light,39,77,555.052,0.052,520.4,75,607.03,80,interpolated
556,formation_7_higher_light,33,52,555.98,0.02,511.2,50,623.15,55,interpolated
557,formation_4_mid_light,43,95,557.09,0.09,500.81,90,557.09,95,interpolated
558,formation_6_high_light,43,61,557.982,0.018,538.64,60,635.35,65,interpolated
559,formation_4_mid_light,36,97,559.112,0.112,529.76,95,603.14,100,interpolated
560,formation_7_higher_light,34,52,560.14,0.14,514.9,50,628.0,55,interpolated
561,formation_4_mid_light,44,95,561.0,0.0,504.17,90,561.0,95,interpolated
562,formation_4_mid_light,31,99,561.898,0.102,506.21,95,575.82,100,interpolated
563,formation_7_higher_light,42,51,563.034,0.034,539.29,50,658.01,55,interpolated
